Content,Date,Compound,Sentiment,Thème
"La NUPES, les grand.e.s irresponsables : la France est endettée à plus de 100%, plus de la moitié des salaires finance l'état et les prestations sociales. La transition énergétique demanderait des moyens colossaux, mais les NUPES préfèrent protéger des privilèges",2023-03-14,0.7249,Positif,Développement de la production d'énergie et réglementations européennes
"L’argent est l’actif le plus sous évalué au monde. Au regarde du ratio géologique avec l’or il devrait être à 120€ l’once. Compte tenu de la demande pour la transition énergétique, il faut s’attendre à 250-300 l’once d’ici 2030 soit x10.",2023-03-14,0.3641,Positif,Plan d'investissement industriel
"Les écolos, les grands irresponsables : la France est endettée à plus de 100%, plus de la moitié des salaires finance l'état et les prestations sociales. La transition énergétique demanderait des moyens colossaux, mais les écolos préfèrent protéger des privilèges",2023-03-14,0.6696,Positif,Développement de la production d'énergie et réglementations européennes
"Découvrez le potentiel de l'hydrogène dans la décarbonisation et voyez comment les membres de l'ACIC travaillent d'arrache-pied pour accélérer la transition énergétique, ici : canadianchemistry.ca/wp-cont…",2023-03-14,0.4926,Positif,Projet d'énergie durable et politiques gouvernementales
"justement le problème du nucléaire est d'empêcher la transition énergétique sans nucléaire, d'où la raison d'être (entre autres😅😆) de @CharbonGaz ✊",2023-03-14,0.802,Positif,Développement de la production d'énergie et réglementations européennes
"L'Europe réforme son marché de l'électricité pour contrer la volatilité des prix et atteindre ses objectifs de transition énergétique. Décryptage à lire sur @LesEchos 👇
lesechos.fr/monde/europe/leu…",2023-03-14,0.6808,Positif,Développement de la production d'énergie et réglementations européennes
"Tout n'est pas l'électricité. En tout cas, on a besoin de decarboner les secteurs hard-to-abate, dont la demande en hydrogène et biogaz et 3-4x plus que l'électricité. Si tu penses qu'on peut faire la transition énergétique, l'hydrogène et le biogaz ke doivent pas être un pari.",2023-03-14,0.4404,Positif,Projet d'énergie durable et politiques gouvernementales
"Le chèque énergie sera versé ""à partir du 21 avril"" à « 5,8 millions de ménages"", a annoncé la ministre de la Transition énergétique Agnès Pannier-Runacher Face à la hausse des prix de l’énergie, le gouvernement continue de protéger les Français
#PouvoirdAchat #chequeenergie",2023-03-14,0.8513,Positif,Développement de la production d'énergie et réglementations européennes
"Ou que vous vous moquez de savoir si les gens et les entreprises auront accès à l'énergie en quantité suffisante pour, au hasard, vivre, ou participer à la transition énergétique.",2023-03-14,-0.0258,Neutre,Émissions de CO2 et transition énergétique
"Joe Biden et Ursula von der Leyen ont promis vendredi à Washington d'éviter une concurrence délétère dans la course à la transition énergétique, ce qui doit passer par un accord sur certains métaux. fr.euronews.com/2023/03/11/t…",2023-03-14,0.7906,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"Associations, vous avez un projet en lien avec le climat, la transition énergétique ou les transitions agricole / agro-alimentaire ? Participez à l'appel à projets #GrandeCauseMutualiste du Crédit Agricole Centre-est ! tous.ca-centrest.fr/social/y…",2023-03-14,0.4926,Positif,Développement de la production d'énergie et réglementations européennes
"Le GIEC  considère le nucléaire comme nécessaire à la transition énergétique et l'estime à 12g CO2/kWh (moyenne internationale).
Je me méfierais plus des idéologues qui utilisent l'habit scientifique pour vendre un peu tout et n'importe quoi.",2023-03-14,0.636,Positif,Développement de la production d'énergie et réglementations européennes
La transition énergétique ou comment faire flamber le prix de l’électricité avec les éoliennes ou le solaire sans réel bénéfice en terme de baisse de C02 la France produisant en très majorité son électricité avec du nucléaire. Encore une gabegie de l’UE,2023-03-14,0.7174,Positif,Développement de la production d'énergie et réglementations européennes
"Réseau électrique: 96 milliards d'euros, ces coûts cachés (et colossaux) de la transition énergétique !  latribune.fr/entreprises-fin…",2023-03-14,0.4738,Positif,Développement de la production d'énergie et réglementations européennes
Qui ne seront jamais rentables? Les coûts de l'éolien et du solaire se sont effondrés et les parcs installés sont très vites rentabilisé au contraire. On aura besoin des deux dans notre transition énergétique tout en construisant du nouveau nucléaire,2023-03-15,0.4019,Positif,Enjeux du nucléaire et besoin de réduction d'énergie
"Si les mensonges sur le climat tombent, tout tombe : taxes carbone, nouvelle économie basée sur les quotats carbone, transition énergétique, éolien, déforestation pour panneaux solaires, villes 15', destruction des exploitations agricoles, vaches qui pètent. Pensez-y!",2023-03-15,-0.7256,Negatif,Développement de la production d'énergie et réglementations européennes
"Un petit thread pour expliquer quelques contradictions fondamentales dans la transition énergétique 
1/....",2023-03-15,0.3208,Positif,Plan d'investissement industriel
"Réseau électrique: 96 milliards d'euros, ces coûts cachés (et colossaux) de la transition énergétique

Tout ça pour les éoliennes  latribune.fr/entreprises-fin…",2023-03-15,0.4199,Positif,Développement de la production d'énergie et réglementations européennes
"15 ans c'est très optimiste. Il serait plus crédible de compter le double.
Oui, quand ces centrales nucléaires devraient être disponibles, nous aurons déja réalisé notre transition énergétique et elles seront inutiles.",2023-03-15,0.623,Positif,Développement de la production d'énergie et réglementations européennes
"L’énergie solaire, grande gagnante de la transition énergétique partout dans le monde… sauf en France lemonde.fr/economie/article/…",2023-03-15,0.743,Positif,Développement de la production d'énergie et réglementations européennes
aujourd’hui question du public entendue à une conférence sur la transition énergétique : « est-ce qu’on va pas trop vite sur la course à la décarbonation ? » mdrrrrrr,2023-03-15,0.4749,Positif,Développement de la production d'énergie et réglementations européennes
"""Il est important de poursuivre les investissements pétroliers pour la réalisation de la transition énergétique"" - Le Monde de l'Energie lemondedelenergie.com/est-im…",2023-03-15,0.1531,Positif,Énergies renouvelables et croissance économique
"rts.ch/info/monde/13863398-l…

Super article des problèmes de transition énergétique en Espagne. ""Que mangerons-nous dans 20 ans? Des panneaux solaires ?""",2023-03-15,0.4501,Positif,Développement de la production d'énergie et réglementations européennes
"notant que l'extraction de minerais pour la transition énergétique était une perspective ""absurde"" qui détruirait les écosystèmes plutôt que de les préserver pour les générations futures.",2023-03-15,0.3818,Positif,Développement de la production d'énergie et réglementations européennes
"Mercredi 15 mars 2023  Ce mardi 14 mars 2023, la chambre de commerce et d’industrie des Pays de la Loire a invité des entreprises sarthoises à présenter leurs efforts en matière de transition énergétique. Un domaine où la société Colart, productri... lemans.maville.com/actu/actu…",2023-03-15,0.646,Positif,"Énergie solaire et éolienne, politiques et réglementations"
"Effet direct de la transition énergétique, EDF a besoin de bras. La décarbonation réclame du monde. 600 postes de niveau bac à bac + 5 sont proposés dans les @paysdelaloire  et en @regionbretagne @EDFofficiel
lc.cx/gpXyw4",2023-03-15,0.658,Positif,Transition énergétique et politique gouvernementale
"C'est quoi cette histoire de germanophobie ? Ou de rejet des ENR ?
L'Allemagne ralentit volontairement sa transition énergétique en privilégiant des énergies fossiles. L'urgence climatique, tout ça ...",2023-03-15,-0.4874,Negatif,Développement de la production d'énergie et réglementations européennes
[Transition énergétique] La France et le Royaume-Uni prévoient d’accroître leur coopération sur la décarbonation maritime et les carburants d’aviation durables buff.ly/42hOx35 Extrait du briefing de @ContexteTransp,2023-03-15,0.5106,Positif,Émissions de CO2 et transition énergétique
"C'est ""marrant"" ces résultats... Le travail de désinformation de certains aura bien fonctionné 🥲. 
Cela pèse sans aucun doutes sur l'avis de l'opinion, sur des décisions politiques importantes et, in fine : sur la transition énergétique française et le climat. Youpi.",2023-03-15,0.8565,Positif,Développement de la production d'énergie et réglementations européennes
"Et la ministre de la Transition énergétique @AgnesRunacher ""n'y peut rien""! 😅
⤵️ 0:50",2023-03-15,0.381,Positif,Transition énergétique et politique gouvernementale
Les impôts ça ne sert pas financier des retraites. Il y a plus importants comme l'éducation ou la transition énergétique.,2023-03-15,0.3826,Positif,Enjeux énergétiques mondiaux et financement de la transition
"Pour moi Intel restera toujours le boss des microprocesseurs.

Et je pense que Total sera un des acteurs majeurs de la transition énergétique",2023-03-15,0.4404,Positif,Développement de la production d'énergie et réglementations européennes
Un très grand plaisir d’accueillir aujourd’hui l'@AgenceADUS pour un atelier sur la Toile de la transition énergétique ! Merci aux équipes pour ces échanges stimulants @BernardWeisbec1 @P_Vergriete @Fnau_urba @BariolBrigitte @FDhersin @BertrandRingot,2023-03-15,0.8799,Positif,Développement de la production d'énergie et réglementations européennes
"Transition énergétique: le BAPE souhaite une consultation avec tous les citoyens
tvanouvelles.ca/2023/03/16/t…",2023-03-16,0.5848,Positif,Plan d'investissement industriel
