Content,Clean_Tweet,Date,Thème TEner,Thème Énergétique,Thème TEco,Thème Écologique
"A l’extrême nord de la Suède, #Northvolt produit les toutes premières batteries électriques européennes. Sa «méga-usine» a propulsé la ville en déclin de Skellefteå au cœur de la transition écologique de l’Europe._x000D_
_x000D_
Notre reportage ⤵️_x000D_
_x000D_
liberation.fr/international/…","['extrême', 'nord', 'suèd', 'northvolt', 'produire', 'premier', 'batterie', 'électrique', 'européen', 'mégausine', 'propulser', 'ville', 'déclin', 'skellefteå', 'cœur', 'écologique', 'europex000d', 'x000d', 'reportage', 'x000d', 'x000d', 'liberationfrinternational']",2023-04-16,Thème 13,Politique énergétique en Allemagne,Thème 3,Énergie et économie vers une société écologique
"Le pays a bien d'autres dépenses à faire, transition écologique, enseignements, dépendance, santé...... On peut bien bosser un peu plus, ce n'est plus Zola.","['dautre', 'dépense', 'écologique', 'enseignement', 'dépendanc', 'santé', 'bosser', 'zoler']",2023-04-16,Thème 1,Production d'énergie et transition énergétique,Thème 4,Santé et développement durable
"Non puisque 1. Ça concerne tout l’UE, 2. Ça s’applique à toutes les multinationales dans le monde, 3. La transition écologique c’est une transition industrielle avant tout autre chose.","['concerner', 'ue', 'applique', 'multinational', 'monde', 'écologique', 'industriel', 'chose']",2023-04-16,Thème 0,Politique énergétique et environnementale,Thème 14,Agricultures et politiques environnementales
Le gouvernement a été condamné pour inaction climatique à plusieurs reprises et le ministre de la transition écologique tient des propos limite climatosceptiques.,"['gouvernement', 'condamner', 'inaction', 'climatique', 'reprise', 'ministre', 'écologique', 'tenir', 'propos', 'limite', 'climatosceptique']",2023-04-16,Thème 12,Innovation dans le secteur de l'énergie,Thème 6,Emploi et industrie écologique
"Les études foisonnent pour dénoncer les aspects ESG négatifs des « minor metals » critiques, au prétexte qu’ils ne seraient pas assez verts pour une transition écologique irréprochable. Toutes les productions de métaux, tant primaires que secondaires, pré…lnkd.in/e4FfBUtu","['étude', 'foisonner', 'dénoncer', 'aspect', 'esg', 'négatif', 'minor', 'metal', 'critique', 'prétexte', 'vert', 'écologique', 'irréprochable', 'production', 'métal', 'primaire', 'secondaire', 'pré', 'lnkdine4ffbutu']",2023-04-16,Thème 1,Production d'énergie et transition énergétique,Thème 8,Collectivités territoriales et développement durable
"🚨 @Contexte publie l'avant-projet de loi sur l'industrie verte, envoyé au Conseil national de la transition écologique (CNTE), qui rendra son avis le 4 mai dans l'après-midi (1/2)","['contexte', 'publier', 'lavantprojet', 'loi', 'lindustrie', 'vert', 'envoyer', 'conseil', 'national', 'écologique', 'cnt', 'rendre', 'avis', 'mai', 'laprèsmidi']",2023-04-16,Thème 12,Innovation dans le secteur de l'énergie,Thème 11,Réformes écologiques et environnementales en France
"Et sinon, Bérangère, la transition écologique, ça avance ?","['bérangère', 'écologique', 'avance']",2023-04-16,Thème 6,Emploi et dynamique économique,Thème 13,Entreprises et transition écologique
"Pendant ce temps là, des tankers exportent 4 milliards de metre cube d'eau douce de France vers le Moyen-Orient en échange de pétrole, ce qui est confirmé par le ministre de la transition écologique !_x000D_
Et les gauchos nous font de la démagogie avec le climat et la secheresse 🤡","['temps', 'tanker', 'exporter', 'milliard', 'metr', 'cube', 'deau', 'doux', 'france', 'moyenorier', 'échange', 'pétrole', 'confirmer', 'ministre', 'écologique', 'x000d', 'gaucho', 'démagogie', 'climat', 'secheresse']",2023-04-16,Thème 2,Énergie renouvelable et développement international,Thème 0,Politiques environnementales et écologiques du gouvernement français
Mais @ChristopheBechu est sur le pont pour décélérer la transition écologique... ne vous inquiétez point. En plus il fait pousser des arbres en moins d'une huitaine et sans eau. #magie,"['christophebechu', 'pont', 'décélérer', 'écologique', 'inquiéter', 'pousser', 'arbre', 'huitain', 'eau', 'magie']",2023-04-16,Thème 4,Financement et développement public,Thème 0,Politiques environnementales et écologiques du gouvernement français
"Ce jeudi à 18h, à Creil (Maison de la ville), dans le cadre des semaines de la transition écologique, nous accueillons @Samuelsauvage1,  fondateur de ""HOP"" (halte à l'obsolescence programmée) pour une  conférence-débat sur la durabilité et l'économie circulaire._x000D_
_x000D_
cc @Veillerette","['jeudi', '18h', 'creil', 'maison', 'ville', 'cadr', 'semaine', 'écologique', 'accueillon', 'samuelsauvage1', 'fondateur', 'halte', 'lobsolescence', 'programmer', 'conférencedébat', 'durabiliter', 'léconomie', 'circulairex000d', 'x000d', 'cc', 'veillerette']",2023-04-16,Thème 6,Emploi et dynamique économique,Thème 3,Énergie et économie vers une société écologique
"Et maintenant, rentrons la jeunesse dans le tube de dentifrice!_x000D_
Accélérons, à gauche toute pour emm... les vieux, rétifs à la transition écologique! Les quinquas, taxés sur leur travail et sur leur vie! Des 2 côtés, ils devront rendre gorge... 😡","['rentron', 'jeuness', 'tube', 'dentifricex000d', 'accéléron', 'gauche', 'emm', 'vieux', 'rétif', 'écologique', 'quinquagénaire', 'taxer', 'travail', 'vi', 'côté', 'devoir', 'gorger']",2023-04-16,Thème 6,Emploi et dynamique économique,Thème 6,Emploi et industrie écologique
"Et maintenant, rentrons la jeunesse dans le tube de dentifrice! _x000D_
Accélérons, à gauche toute pour emm... les vieux, rétifs à la transition écologique! Les quinquas, taxés sur leur travail et sur leur vie! Des 2 côtés, ils devront rendre gorge... 😡","['rentron', 'jeuness', 'tube', 'dentifrice', 'x000d', 'accéléron', 'gauche', 'emm', 'vieux', 'rétif', 'écologique', 'quinquagénaire', 'taxer', 'travail', 'vi', 'côté', 'devoir', 'gorger']",2023-04-16,Thème 6,Emploi et dynamique économique,Thème 6,Emploi et industrie écologique
"Oui c'était le projet de la transition écologique voulue bien avant E.Macron et AVANT la guerre en Ukraine qui a changé la donne !_x000D_
_x000D_
Il faut d'abord comprendre le passé avant de juger le présent._x000D_
_x000D_
Relisez MLP, _x000D_
google.com/amp/s/www.tf1info…","['céter', 'projet', 'écologique', 'vouloir', 'emacron', 'guerre', 'ukrain', 'changer', 'donne', 'x000d', 'x000d', 'dabord', 'comprendre', 'juger', 'présentx000d', 'x000d', 'relire', 'mlp', 'x000d', 'googlecomampswwwtf1info']",2023-04-16,Thème 7,Actualités économiques et environnementales,Thème 10,Services publics et transition écologique
"8 mois après le lancement par Biden du Chips Act et de l'Inflation Reduction Act, les vastes plans de relance et de transition écologique post Covid dotés de 400Mds$), le Financial Times rapporte que les US vont connaître un ""boom industriel"" dans les mois à venir avec des budgets d'investissements qui explosent. Les chiffres sont dingues : 200Mds$ de projets annoncés depuis août (1/3 des sommes viennent de l'étranger), un nombre de mégaprojets (>1Md$) qui a fait x8 vs 2019 et des montants investis dans les secteurs clés d'avenir (batteries, microprocesseurs, ...) multipliés par 20 sur la même période  (via TTSO)","['mois', 'lancement', 'biden', 'chips', 'act', 'linflation', 'reduction', 'act', 'vaste', 'plan', 'relance', 'écologique', 'post', 'covid', 'doter', '400md', 'financial', 'time', 'rapporter', 'us', 'connaître', 'boom', 'industriel', 'mois', 'venir', 'budget', 'dinvestissement', 'explosent', 'chiffre', 'dingue', '200md', 'projet', 'annoncer', 'août', 'venir', 'létranger', 'nombre', 'mégaprojet', '1md', 'x8', 'v', 'montant', 'investir', 'secteur', 'clé', 'davenir', 'batterie', 'microprocesseur', 'multiplier', 'période', 'ttso']",2023-04-17,Thème 13,Politique énergétique en Allemagne,Thème 1,Soutien et financement de projets écologiques
[ 94. citoyens.com ] L'#Economie en Val-de-#Marne 26 : un projet d'economie circulaire textile laureat europeen Transition ecologique Formation Commerces.,"['citoyenscom', 'leconomi', 'valdemarne', 'projet', 'deconomie', 'circulaire', 'textile', 'laureat', 'europeen', 'ecologiqu', 'formation', 'commerce']",2023-04-17,Thème 5,Emploi et formation dans le secteur de l'énergie,Thème 4,Santé et développement durable
Investir dans le capital humain pour accélérer la transition écologique live.banquemondiale.org/even… via @banquemondiale,"['investir', 'capital', 'humain', 'accélérer', 'écologique', 'livebanquemondialeorgeven', 'banquemondiale']",2023-04-17,Thème 13,Politique énergétique en Allemagne,Thème 8,Collectivités territoriales et développement durable
"Avec le Président @😂🤣EmmanuelMacron nous voulons avancer pour améliorer la vie des Français : école refondée, accès aux soins, transition écologique et services publics. 🤪🤣🥲","['président', 'emmanuelmacron', 'voulon', 'avancer', 'améliorer', 'vie', 'français', 'école', 'refonder', 'accès', 'soin', 'écologique', 'service', 'public']",2023-04-17,Thème 0,Politique énergétique et environnementale,Thème 10,Services publics et transition écologique
Transition écologique : le spectacle vivant ne sauve pas le vivant - Article d'Eve Beauvallet / Libération  | @scoopit sco.lt/6dVqLY,"['écologique', 'spectacle', 'vivre', 'sauf', 'vivre', 'article', 'deve', 'beauvallet', 'libération', 'scoopit', 'scolt6dvqly']",2023-04-17,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 10,Services publics et transition écologique
"On n'a jms parlé de fusion..._x000D_
_x000D_
Sinon de l'autre côté pour la retraite a 64 ou a 67 ans ?_x000D_
_x000D_
Contre ou contre la transition écologique ?_x000D_
Pour ou pour la déportation des immigrés ?_x000D_
Pour ou pour le néolibéralisme ?_x000D_
Pour ou pour la destruction des services publics et de la Sécu ?","['jms', 'parlé', 'fusionx000d', 'x000d', 'lautre', 'côté', 'retraire', 'x000d', 'x000d', 'écologique', 'x000d', 'déportation', 'immigré', 'x000d', 'néolibéralisme', 'x000d', 'destruction', 'service', 'public', 'sécu']",2023-04-17,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 10,Services publics et transition écologique
Donc pour toi. La manière dont ils ont procédé est pertinente et adapté à une politique de transition écologique ?,"['manière', 'procédé', 'pertinent', 'adapter', 'politique', 'écologique']",2023-04-17,Thème 2,Énergie renouvelable et développement international,Thème 8,Collectivités territoriales et développement durable
[Transition écologique] Le G7 veut « accélérer » la sortie des énergies fossiles et fait le point sur la décarbonation des transports buff.ly/43H8zoG Extrait du briefing de @ContexteTransp,"['écologique', 'g7', 'accélérer', 'sortie', 'énergie', 'fossile', 'décarbonation', 'transport', 'buffly43h8zog', 'extraire', 'briefing', 'contextetransp']",2023-04-17,Thème 13,Politique énergétique en Allemagne,Thème 7,Lutte contre le changement climatique et les émissions de gaz à effet de serre
"bonjour bonsoir :) avec mes camarades, dans le cadre de notre enseignement ""transition écologique et enjeux sociétaux"" à la fac, nous réalisons une petite étude sur l'industrie du textile et les tendances de consommation. nous avons alors fait un google form rapide et anonyme!!","['bonjour', 'bonsoir', 'camarade', 'cadre', 'enseignement', 'écologique', 'enjeux', 'sociétal', 'fac', 'réalison', 'petit', 'étude', 'lindustrie', 'textile', 'tendance', 'consommation', 'googl', 'form', 'rapide', 'anonyme']",2023-04-17,Thème 10,Enjeux mondiaux et émissions de gaz à effet de serre,Thème 1,Soutien et financement de projets écologiques
Parlez en a @snetapfsu  de l’agricole et la transition écologique. Je pense que vous avez loupé des épisodes,"['parler', 'snetapfsu', 'agricole', 'écologique', 'loupé', 'épisode']",2023-04-17,Thème 13,Politique énergétique en Allemagne,Thème 14,Agricultures et politiques environnementales
"La transition écologique allemande me fait penser aux transitions vers le communisme._x000D_
_x000D_
Par pure idéologie, elle parvient à l'effet inverse recherché._x000D_
_x000D_
Brillant !","['écologique', 'allemand', 'penser', 'transition', 'communismex000d', 'x000d', 'idéologie', 'parvenir', 'leffet', 'inverse', 'recherchéx000d', 'x000d', 'brillant']",2023-04-17,Thème 0,Politique énergétique et environnementale,Thème 1,Soutien et financement de projets écologiques
"Lundi 17 avril 2023  Christophe Béchu, ministre de la Transition écologique et de la Cohésion des territoires, va se faire présenter un dispositif de caméras de surveillance pour contrôler les départs de feux de forêt.     lemans.maville.com/actu/actu…","['lundi', 'christophe', 'béchu', 'ministre', 'écologique', 'cohésion', 'territoire', 'présenter', 'dispositif', 'caméra', 'surveillance', 'contrôler', 'départ', 'feux', 'forêt', 'lemansmavillecomactuactu']",2023-04-17,Thème 12,Innovation dans le secteur de l'énergie,Thème 14,Agricultures et politiques environnementales
